GeneID	Symbol	BLCA	BRCA	COAD	HNSC	KICH	KIRC	LUAD	LUSC	PRAD	THCA	UCEC
1015	CDH17	9.41921820248629e-7	4.3922444320402e-13	4.91407254730092e-11	0.0800268168839006	3.5647533441552e-7	1.97851411601709e-10	2.68246948283935e-25	0.018875850972669	3.05332884321679e-17	2.20508857494822e-7	5.17519664717983e-5
10152	ABI2	6.56700182961322e-4	1.30850995851897e-8	2.86333909671734e-5	0.130379210772454	1.45163230797239e-26	5.4674319089384e-47	9.15827640741601e-19	1.50241092837039e-23	1.47439972641461e-5	0.479006093581402	1.42633588648736e-12
10154	PLXNC1	0.196481671864443	0.776154314411626	5.06101853104564e-21	0.265387017360076	0.117395270844553	2.85755634256757e-9	2.04254843432928e-4	1.34455297745167e-22	1.54736661544125e-5	1.13826703558893e-13	1.89507700604615e-8
1017	CDK2	9.13681757097088e-7	3.08952766046932e-29	2.99083755133117e-24	6.38696607678399e-19	0.00167902419219691	4.05822393964251e-15	1.75850174502053e-15	2.08184254769882e-30	0.693601615539543	9.82447074857578e-5	2.18634537403149e-7
10180	RBM6	0.935558633817576	2.10426825993316e-21	2.80198336472814e-9	8.58042396435666e-4	0.260277651681241	0.602784199338176	0.565945444025084	3.00612579516824e-5	2.61169439235811e-9	1.11059048380342e-5	0.767450268657667
10181	RBM5	0.0347954708647178	1.28375371625371e-33	0.0258589348165987	0.0028539191132996	4.82354952528391e-8	0.0922049922112279	0.611165547941401	1.65750990944935e-13	1.68624853132149e-7	0.0717334864840869	2.57393075204498e-4
10206	TRIM13	0.0955806012490986	9.82498750706616e-10	0.0352960599617903	3.62361050071207e-13	3.05841333821308e-12	1.32055725634269e-5	3.90419529201421e-8	1.1633247341388e-7	5.9363864958924e-9	0.530166164737035	3.84461586532997e-6
1021	CDK6	7.32941850240725e-5	3.51897904826679e-39	1.93555204526198e-11	6.0472698521633e-12	2.66409720765829e-8	5.45963215118627e-12	6.41337352349874e-13	3.269400592008e-21	0.289897773926138	1.45075011425187e-10	4.5174070264547e-9
10210	TOPORS	5.99478928654195e-4	8.93194124758111e-24	3.04654970766755e-6	9.82398055988997e-4	0.0640424275714729	2.61778508336143e-33	2.23396930053547e-11	2.03595576941354e-5	6.76123215737177e-8	1.95916477631745e-10	5.11357183694949e-11
10217	CTDSPL	1.42806570850287e-5	4.88173926035764e-40	5.19221052035488e-16	8.65239948128576e-8	6.09358032674035e-7	1.43711751481045e-60	1.73329489632183e-44	1.55289607896779e-31	2.96990971227619e-5	2.41604791349132e-4	1.2580903257609e-4
10253	SPRY2	1.39072515696571e-8	5.16694669312057e-193	0.00237661152808235	2.49338910655658e-18	3.51454074993818e-13	2.58492891310429e-5	7.20771372249105e-25	1.79062453723267e-32	3.97628610213667e-21	0.348892894923967	2.17917482200728e-6
1026	CDKN1A	5.72572605559392e-4	4.99010155803209e-4	4.18467795220291e-20	0.342738279230655	0.302197936016524	7.04177131878733e-10	1.38855904670341e-7	2.52487484721452e-5	1.16743176456838e-4	2.18692349622823e-10	0.97726682754512
1027	CDKN1B	0.489404107257284	0.821658838809583	0.00283564679833866	0.00635379337454854	2.77005665610741e-8	4.96221105956184e-13	0.0100807954904614	0.0420351462034731	1.71166964679502e-4	1.45298435849793e-9	2.48432273885636e-9
10273	STUB1	0.62422133505227	1.32304660652154e-18	0.681112635400731	0.232927359937637	3.84209144851518e-10	0.00626887156263932	0.0472530287923365	0.0744012761261805	2.5225071357738e-6	1.69643935927801e-6	0.644375512295523
10277	UBE4B	0.0572241575946685	2.64551383277987e-36	2.77535300862697e-4	0.0464227352294933	4.30160324976052e-7	3.55770473702271e-15	7.77775491877059e-5	2.39012568799182e-14	0.315759883475416	1.25252915063603e-5	6.79347344719077e-5
1028	CDKN1C	1.52470378476155e-8	1.26729181075369e-66	0.00286672143233425	0.379094570622456	9.99065299440432e-20	4.13100383795035e-27	7.7042150087016e-27	2.34094122112256e-39	4.32448824526741e-22	2.28235705628751e-7	4.87861966965887e-6
1029	CDKN2A	2.1954215275123e-5	1.22275159715583e-33	1.95503730535887e-20	3.46811788720689e-6	1.35059836452576e-16	3.34331560985355e-52	1.1324480150868e-34	1.33638091414349e-35	2.00938523002281e-10	9.87109428261265e-24	2.5530511755414e-13
1030	CDKN2B	0.711347953089733	0.00187855998888667	9.9143056178448e-32	0.0791106374659518	0.027075852603977	1.2035719620305e-22	5.17300840454247e-36	3.69473947718439e-23	4.16830985229406e-6	1.76970231088688e-39	1.1336032039391e-4
10301	DLEU1	0.098765059068882	3.76206782876041e-25	4.40385345981528e-10	0.00106651061608032	0.021303557202198	4.46032651724812e-17	1.76958023682994e-11	1.35598848750278e-20	9.33619288272083e-15	0.0225830848221787	4.40774430633032e-6
1031	CDKN2C	0.46045613365523	1.57351697227979e-17	5.05196743564422e-10	8.76134314067519e-4	0.178068510384916	8.69171381385445e-36	3.08635757922515e-12	3.80760090008975e-9	0.790859383902237	1.78772633868607e-10	5.14321667822206e-8
10320	IKZF1	1.5755413046868e-4	0.266631857961009	4.56786501189852e-28	0.454626220992119	0.45584060996786	2.56974894354844e-24	3.27732479222569e-21	2.22957921520554e-39	0.182565094161528	0.0018018010271199	0.0234644980823833
10335	MRVI1	1.21848484422137e-8	3.08062631591666e-66	1.95861231696251e-10	0.00239355550116361	1.26875312636094e-6	0.0157061259449108	1.40219811915524e-10	1.48291924710385e-25	3.24021798437617e-13	0.0105792280324991	4.92949192308051e-15
1036	CDO1	1.13000855869565e-11	7.64321399731496e-64	1.54284020984425e-15	1.73999654263928e-12	4.37200997027807e-33	2.63919705843435e-66	1.21079251132096e-55	2.01244456615832e-69	6.78660866026161e-6	0.00096879544271751895	8.51972174543133e-53
10370	CITED2	4.05798506900731e-4	2.29343793939368e-30	2.86694724085775e-50	1.88056416210394e-13	5.13181851140554e-11	1.0321234015927e-4	4.5824901129049e-31	9.06176237322555e-45	0.342827229790907	1.80693439426319e-27	6.46463838010922e-7
10395	DLC1	2.34057673022344e-7	1.93911151918407e-43	2.22010067393572e-7	0.495819002139766	3.45984501541019e-11	0.0588327366974575	5.93972753444672e-49	1.00808874454346e-72	7.77823103635949e-4	9.14585731658217e-8	1.25944456238639e-14
10397	NDRG1	0.2612185879821	1.52398549899518e-14	5.11532213907864e-12	2.44203265325216e-7	0.462560178855259	1.07274079905967e-32	2.96228557554732e-4	7.02202699932375e-54	0.0782415254635872	7.93855654080689e-26	0.972662205812543
10399	GNB2L1	0.128810370508977	3.28603262900058e-10	3.18845660335185e-11	7.67325465368498e-10	0.130876099098606	1.92363803602557e-58	1.85971641467653e-6	0.808388566062416	6.0055577663873e-11	3.9795255043958e-8	0.0293380625714766
104	ADARB1	6.12996654100396e-4	2.74922411350982e-41	0.0109880170456098	0.00603887668850679	4.41544840794014e-6	3.19617787547283e-9	2.03428295544862e-31	4.94227918721687e-47	0.0124298893697187	3.75471361345734e-7	6.86793627623418e-16
10409	BASP1	0.553868773621668	3.09348819854994e-22	1.09497065682698e-7	3.82618382667007e-10	0.021123016741968	1.28260593079536e-5	3.6617544426828e-23	1.05227724742002e-16	0.458947379718387	1.09679538488432e-14	0.38988850216428
10413	YAP1	6.0964865065848e-4	3.66994026476974e-74	1.22014864825947e-9	4.88489505338604e-6	4.77688327548659e-8	2.08008455354875e-19	8.69302204925861e-9	2.39255529898303e-14	2.44138051554042e-20	0.00937800039631481	1.42688477246739e-9
10424	PGRMC2	0.606993848886103	3.47604596140981e-8	1.98749704523556e-14	3.33808879017118e-5	8.9120626584569e-23	6.42396777350315e-15	0.0134655355132466	1.58958589463077e-9	0.262748108243334	0.145968190328999	0.0634117651590194
10432	RBM14	0.0117899913848234	8.5919601976832e-20	4.4019638036301e-6	0.0844401948008187	0.359532184592573	0.152590784777639	3.72486537264229e-8	4.59487589254989e-17	2.48700355789787e-8	5.8177483879243e-10	0.0011246167885204
1045	CDX2	1.71528911302381e-4	0.0148873288994802	1.59266590577659e-7	1.43932514287465e-7	0.0335684187526852	0.713782975823799	1.34913005450432e-32	3.97289107290593e-53	0.430545873802031	0.378561794969377	1.21872989537226e-14
10472	ZBTB18	1.169304086026e-5	0.393119211454131	4.05299559731035e-36	1.35278452664708e-8	0.020577204852535	5.03094040213908e-4	7.39191932408838e-4	1.21863280648803e-25	2.551582171011e-5	2.947022440806e-4	4.93305533926116e-6
10481	HOXB13	0.0850340448048217	5.62786466789121e-55	0.0860014413899712	1.53905608006696e-14	0.424956323977835	2.8602602085572e-10	1.35709468583049e-46	9.54946681833456e-112	1.40518860369448e-4	0.530761479971611	1.15065172848638e-24
1050	CEBPA	0.00780706308388228	3.20810504597727e-18	2.37272884832805e-7	0.0552586830656645	0.772540360393291	1.35451166392188e-21	5.2137053590741e-21	7.08847481764521e-7	8.75769705647001e-5	9.98999817180161e-5	0.989196286227133
10514	MYBBP1A	5.26449673926289e-6	0.200349196096164	1.04238812315287e-18	8.59835073376675e-5	1.09032259906686e-7	1.67505573956029e-21	3.42600846278866e-23	5.30169930911799e-22	5.91220089277995e-11	3.03667350430174e-14	4.63843568817185e-4
1052	CEBPD	0.00126315905490858	1.97160189900646e-18	9.20549969983191e-6	0.369609468759874	1.86448794363895e-7	9.80540470258293e-9	1.04542770456363e-13	2.49420322062486e-12	0.6868997153905	0.400437529856275	0.0263977007269926
10524	KAT5	2.30880600436411e-4	0.00105129059652546	1.3504418284294e-12	5.85474265830439e-4	1.14416580223536e-4	0.0675887012121706	5.16254094823754e-29	1.3355659163906e-16	5.91502861500017e-5	3.60179269977698e-5	2.08282526776876e-9
10550	ARL6IP5	1.1448234001847e-4	4.10977379305245e-25	4.02577132162193e-13	3.32237109602257e-8	1.99264707376443e-5	3.37621730796216e-8	2.76761918691326e-8	1.7979245744909e-41	0.0116233419606802	2.90076042435255e-19	0.00138048061119426
10553	HTATIP2	0.0249947936949674	4.09637292276395e-21	9.24679114898086e-6	1.25755173900361e-11	8.58608018243604e-14	1.55421687784032e-39	3.65990553346291e-17	1.18357791732184e-24	7.89355633639043e-6	1.5563488703481e-6	3.69224740619943e-8
10562	OLFM4	0.0215544219873656	1.53187968549735e-39	0.0941432262322851	0.16724600486128	4.10677784791304e-10	2.76921664035111e-32	4.90995211532629e-5	9.25228781461234e-24	2.14588164339426e-4	1.10671559455713e-9	0.263863369889289
10612	TRIM3	6.49234401804848e-4	2.05200252930033e-30	1.38499867997694e-26	0.635344943542883	4.37455012672151e-5	6.61470882047998e-25	3.42682730254211e-19	4.87215773084642e-36	8.44889118670804e-9	2.0796668019483e-4	2.4653470007358e-11
10628	TXNIP	4.19580403481852e-7	1.77947840318295e-62	1.57768312744141e-27	1.1625135433454e-5	3.09949677580174e-13	8.49025497722299e-12	6.39844382885274e-24	2.09941105652829e-33	4.82915604711584e-10	4.45415404120696e-5	3.76225378801393e-15
10633	RASL10A	7.06460270902849e-4	1.41942431836459e-22	0.57801712677351	0.373158229476329	0.0118101132264576	1.35140651967967e-21	5.44691160605334e-9	2.34649839231509e-13	0.63051273247334	0.661483267670309	0.0829325731942576
10637	LEFTY1	0.673661133626111	0.00296280486008955	1.04662641433734e-10	0.935829039283909	5.20832701721168e-8	0.114621163704131	0.0214478088739036	5.82293156574935e-5	1.621796706066e-8	0.0152294628594802	0.186371897988394
10641	NPRL2	1.00150100066506e-4	5.88168241972072e-29	0.00110380397325208	8.17185721089618e-13	0.843484021834999	1.54371976903346e-8	2.74447006210132e-18	0.965176655265644	4.82869007878236e-11	0.452148672658196	1.28882369914406e-5
10653	SPINT2	7.58218497312755e-4	1.39635431167171e-17	0.00619311334986678	0.227343927294689	0.00267680841803784	2.75206052261625e-7	1.67061525356098e-40	1.52329157213442e-41	0.00244886522233992	0.0904426968243294	2.59861386155469e-7
10664	CTCF	0.842262351612852	0.113752097705245	0.494708512664516	0.343518136366784	0.088854187184625	6.98153698106013e-12	0.0318945432356813	3.54930772646753e-6	3.45713490156131e-4	8.84322500810967e-7	5.61483155247579e-9
10768	AHCYL1	0.00318452661313213	2.96988523762142e-9	1.06021149873075e-10	8.24993333962788e-9	1.66069887546556e-10	1.66512961685946e-52	0.122207816218867	8.11413661983996e-17	4.04070871826381e-7	0.00205274746767974	0.204350586697281
10769	PLK2	0.536449540435729	0.001106417452367	2.01869120555174e-5	0.00610284153285885	0.0378262495774599	1.11221118539241e-46	3.37390757882007e-6	2.51097256910535e-6	5.69964785894845e-8	9.65945500759032e-20	9.02220347159658e-4
10771	ZMYND11	8.24331122408179e-5	1.88732641465719e-12	0.0263526335087184	3.08868105791586e-9	7.82519645644657e-5	5.53400318341033e-47	5.67005568951403e-24	2.71713720127138e-34	9.21803020381005e-15	2.02003450085763e-16	5.90570651168492e-15
10788	IQGAP2	3.57602793626893e-7	1.60302750002319e-16	1.91995145092087e-33	0.0143940164505173	2.05770061318435e-7	3.41680916325432e-11	5.31377090265389e-30	2.08024405196291e-54	0.0492567951932054	5.41082340063511e-59	0.0339389247684563
1080	CFTR	0.861482687888016	1.63075297213518e-15	0.00401185966784942	1.96312075256876e-16	5.00248549045289e-17	9.28395289388299e-22	1.16235760082028e-45	4.67936812394003e-74	0.0014230703129955	7.9565921305293e-13	0.691223030941661
10817	FRS3	0.0161707367904483	0.309763286977755	3.24156979524794e-8	0.0328084795109681	0.00706441834480135	9.30944911387004e-9	9.38634233485894e-6	0.474714704541964	2.36029718260992e-4	0.536615523213544	0.0785975953837055
10904	BLCAP	2.42267176334898e-5	6.57632666934761e-39	1.52023078408985e-5	0.0166838037555241	7.00262869081548e-21	2.60352959824222e-40	0.318593018526	2.77442512533444e-37	1.34383569550134e-4	0.0454051341501869	0.958889876467635
10912	GADD45G	9.84459419198546e-6	1.5008452151159e-17	0.41642531938458	0.00219533526414293	2.94545778912444e-10	3.31035224098722e-7	0.00140691932831024	1.04133040436283e-11	2.05328662243054e-5	7.0267804724191e-8	6.76849157375702e-11
10950	BTG3	0.656395930789438	6.68329789774119e-17	1.00783117075116e-9	2.44574017885824e-4	0.0216007409009371	4.27266415911151e-22	0.0316952540931258	7.73334004902863e-4	2.86908763739893e-16	8.75785270928013e-7	0.00307876318939265
11009	IL24	0.323313676782882	1.04548835615352e-22	1.86544157249487e-15	6.02596925405121e-17	0.113835561186018	4.02368214762634e-4	0.0629395289006624	2.66240422343558e-4	0.6366397674696	0.611196584801267	0.11215945689358
11010	GLIPR1	3.39581929850362e-6	2.36685493476427e-20	0.104512799729524	4.13400502982035e-6	3.67105136414435e-7	6.85977270142059e-21	2.24397666199235e-12	3.00592581480239e-18	1.93627049047953e-5	0.00778586265585109	1.21332847177328e-15
1105	CHD1	0.00118484003570282	0.0132066585022646	0.0690843335386494	0.588702416287079	0.426298149777713	4.65758756002269e-12	0.729764628375184	5.06118114738606e-10	4.14851689529551e-4	0.740369469557038	5.30081302018228e-4
11068	CYB561D2	0.00101515765095158	5.29143035297658e-48	3.7532565699917e-5	4.51208796000984e-6	1.84501815541826e-4	1.40955423162175e-24	4.09895550363173e-6	4.3319033616484e-18	4.2825696516938e-9	0.174890821487994	2.71508274434381e-11
11074	TRIM31	0.594731789948648	0.40360535679539	5.90474623798466e-5	0.554724791104522	5.30974540131479e-7	0.00175756173123502	3.14168708820589e-25	1.83087810537763e-5	0.0174924897321807	3.80235602043057e-4	0.0143512788300969
11083	DIDO1	0.234567833211111	0.491043264117513	5.06468308956258e-6	0.337300616134351	0.00157524929021418	0.00519706424840191	0.519666446819394	0.19000880823226	0.318960897369103	5.58890559203633e-12	1.20321066966358e-12
11095	ADAMTS8	2.08659874040269e-11	4.62906439631754e-24	5.88337297988041e-11	3.27970804546133e-15	3.40759245197285e-26	2.57522141927812e-36	5.03644382958676e-96	4.64528471699435e-102	1.06972856289646e-6	0.288487606944776	1.09203279054543e-5
11107	PRDM5	1.63097833775599e-8	6.96060933791332e-76	0.00492670060827103	3.25613235167905e-8	1.96199785119315e-5	6.61136157976049e-30	7.73193549033406e-62	9.38694073020703e-68	1.36300602423858e-15	3.81966320907836e-12	6.0557851088387e-29
11108	PRDM4	0.0322787970189323	0.00501392826463791	0.0661431174704751	0.277989248822675	8.13078446967712e-21	2.46570988621074e-14	0.126713432773869	0.927501355209616	0.0223833321137167	6.3929728618041e-5	0.00387207976625009
1111	CHEK1	9.58949999561698e-7	1.76686253099869e-58	1.76018096037942e-24	7.99711722398487e-14	1.02800045430526e-5	4.24394402229331e-16	1.10980908581426e-57	2.69966260906288e-43	0.187653472091231	5.49788671373586e-4	3.38025074735557e-13
11122	PTPRT	0.207444439458237	4.81736174423462e-8	5.48570795821906e-25	3.23496715267186e-4	0.892949867085776	1.29886034916111e-32	1.46298464427334e-12	1.40284758683061e-9	2.43438260416138e-6	0.00654191834504351	0.0669292607171407
11145	PLA2G16	0.0789571732829274	1.80916581905081e-21	4.80183953083485e-7	2.03385061220673e-6	1.02273317756333e-4	2.6874529757401e-23	5.7339019785946e-13	6.55692438146367e-81	0.313536994173535	4.74005512949669e-18	0.00279201975043439
11178	LZTS1	0.205486071336248	9.84129804014614e-8	2.72157299744667e-19	0.0058274053619109	0.00157407166765053	2.04717308235529e-44	0.623182135224288	0.519810108840684	0.0243069836515472	1.01333622339318e-24	0.465108543095032
11184	MAP4K1	0.249650630860702	2.71869110653982e-11	5.81672553068454e-22	0.193880400647612	0.131353142520339	5.69171943603319e-26	0.192203923689105	3.89472195490654e-9	0.109558573487275	0.825272483828489	2.44698023690251e-6
11186	RASSF1	0.0381445178527043	3.86828176038866e-5	4.91015492436231e-15	0.927683301608887	0.0165614115094706	8.93500292013866e-20	7.80732451929855e-19	8.30206802819986e-38	0.00207493888171687	4.50597769651183e-4	0.0364587248578057
11191	PTENP1	0.00252609609739422	7.17486178412711e-23	7.16607584410232e-16	0.708258369109232	3.99286500308526e-6	0.146869675809081	0.00491951749169558	0.00140709234088423	3.38258037766795e-12	2.47316947655482e-5	2.36448475155441e-4
11197	WIF1	0.0137113834805106	2.06811730624773e-38	0.310184267629781	1.11951600488917e-9	6.04122731961182e-6	2.30466556920314e-17	8.61892781425473e-106	4.79674980125117e-99	4.29910619683007e-12	3.07708666649037e-13	0.11954363929763
11200	CHEK2	1.0599338484137e-4	3.19860072983723e-23	3.04563019453547e-19	1.00112441273778e-11	0.00245167016215576	4.38921170598389e-27	7.10657077133923e-46	5.94989097158951e-47	1.12373087636347e-6	3.02517057322885e-5	1.74163097348155e-14
11219	TREX2	0.0710810920809337	1.84258788645086e-8	1.65861707940055e-8	0.696615617973092	0.392569909375931	1.28803863757404e-17	1.05880094234815e-8	4.30292752102944e-13	0.296714720771439	2.28243478323971e-10	0.54137258613689
11228	RASSF8	8.44687800236853e-5	1.09446176581918e-40	7.16512406402107e-7	0.106108077046963	1.52479412246503e-16	2.80770907121295e-70	1.47057107803365e-44	3.14122915391632e-41	2.64424952767016e-9	0.00300481164277775	2.61504451129111e-20
112399	EGLN3	0.243276930867376	1.29372044338405e-18	5.07224195229803e-10	9.35352292203408e-4	4.33174555649178e-5	4.18011424630521e-77	4.08418712472603e-42	3.29546494251447e-43	1.97962515164425e-5	0.0172483878367115	2.02565620367417e-5
112464	PRKCDBP	0.00114049963481643	8.58801643913941e-5	0.0566867490471586	2.04442307456044e-12	4.03610517638987e-6	7.00607160046189e-44	5.14665954753303e-14	3.85271347575836e-18	1.05363201703832e-4	0.0199599630225208	4.90114351421613e-13
11281	POU6F2	0.43765646155094	0.00189096319774688	1.2756394465217e-10	1.6874481264102e-10	0.00982037747034977	0.00341969770473735	3.21503364990008e-22	7.19715838911684e-114	0.563969765011563	0.660580805012526	1.21480860326276e-5
11315	PARK7	0.101101944298761	3.11897601135262e-10	4.34502155701019e-6	0.65086673069019	2.59918160931989e-7	0.0234390746407229	4.6061794134564e-13	6.41440135060573e-4	6.41019486008245e-4	0.0707795146490379	1.86900405476038e-4
11334	TUSC2	0.46129945702301	8.6539378828707e-9	5.06936029538011e-5	1.20716874896506e-11	3.44878544995433e-5	2.66998541054459e-38	0.793351905810573	5.15885957167365e-22	0.132656327687637	0.490019220806677	4.29551242449237e-8
11337	GABARAP	0.042916086083992	1.95926680777745e-6	6.55125936379081e-28	4.56001581116934e-7	9.41710882634599e-13	0.0244077558443417	3.68638646806517e-8	4.95344412343719e-26	0.496192091783569	2.82036615006307e-4	0.231413118087827
1147	CHUK	0.223236489244638	0.0608682613003847	1.37299963146608e-5	0.401303466889502	2.337284003377e-9	2.24921839304609e-51	0.177771775027011	0.00176440738025784	0.00218003936325329	4.89834967194964e-15	0.113461717991446
114757	CYGB	1.08963178594032e-6	7.09749751724405e-32	2.66704120957342e-28	0.0125629237609579	0.15552804192705	3.93270310632573e-42	3.82279463331097e-33	2.1798853025958e-30	0.0105108110739528	0.248324506207137	3.28819427680687e-7
114826	SMYD4	0.0592262415407481	9.46437488871194e-73	4.93738153498715e-12	0.032278504267859	1.02397093983033e-22	3.49735937622977e-69	1.78682755636263e-22	2.7221677304987e-9	6.41851214556634e-12	6.66077805393664e-14	1.19185950484768e-9
114907	FBXO32	0.00870163655198183	2.19866904716227e-13	5.67984427936691e-15	0.00380906126663453	2.4060331504536e-10	0.0108753621512196	9.46506761908281e-60	1.8812440413501e-42	4.68589065861915e-13	2.19458825490408e-8	7.13629781057657e-11
115426	UHRF2	0.905371449375204	2.84599223202397e-11	4.4709407239931e-11	8.13636783493048e-14	0.144326724079658	3.76103374339928e-9	2.84378500189511e-7	1.67517881570071e-5	4.32404556153354e-4	1.09791060366888e-4	2.18068749068252e-9
115761	ARL11	0.0830549557086886	1.71529808733058e-21	3.49274647303277e-4	0.0654067632171077	0.392460407387834	1.26195398500724e-30	4.30981547965175e-17	7.34187040516501e-26	0.00377820379275192	0.0414624080753751	0.00128062334967669
116071	BATF2	0.897751315621615	0.0025740105579485	0.867967804098836	5.09862587911521e-5	1.18844219707183e-7	1.42449438426682e-18	0.899696912351297	3.83861316602248e-25	8.49349030501429e-8	0.139030549150503	6.34994048520468e-5
116135	LRRC3B	1.07125319473066e-7	8.81924994745668e-73	2.39094762582717e-13	4.49529751265555e-5	0.494507154508974	7.61904933204609e-8	1.6438376311508e-7	2.06952122519883e-6	2.60497282337363e-8	0.105150330082962	3.30969847516774e-4
116173	CMTM5	2.57390128274071e-14	7.48559609987571e-42	2.54460490180798e-18	1.50959543484017e-4	7.73209513937441e-9	2.00747754942649e-7	2.14622167396068e-22	1.16736249560856e-26	2.55746827645171e-17	1.05510785991467e-6	5.35063226330832e-12
117153	MIA2	0.0348189441603235	9.72200589855669e-9	2.7840738385955e-11	1.42713223496774e-5	2.58132916229439e-14	4.59681714888927e-13	2.36079854094983e-18	1.14518260704914e-64	7.38172467634564e-6	1.11154836929725e-7	0.210717626814546
117581	TWIST2	6.75541415460635e-16	4.0941884227494e-37	7.67667245029378e-26	0.00756493706770572	4.41777745838825e-6	0.371499396618165	8.50955567229582e-51	4.37684528225429e-17	5.28890740054839e-12	2.39506289699505e-15	1.99833051962068e-13
1191	CLU	2.12118904755195e-12	5.12641509344388e-37	3.12718029893123e-25	6.89503749747509e-20	2.18256443784906e-5	6.93335347912383e-6	2.56578045614588e-18	3.92202874232742e-32	6.43482732573738e-14	3.47830327287064e-22	1.37457646451435e-5
121227	LRIG3	0.00214708711444107	2.98134573739715e-145	4.5831810442235e-8	0.707299922178716	5.42700728419663e-8	1.51731568459467e-17	1.18686227687551e-18	2.9787041508103e-17	3.48997237742427e-6	0.0226583686391518	1.22987334904706e-8
122953	JDP2	7.47184402475905e-8	2.35797260223334e-14	3.38952778449475e-18	6.04509371409115e-8	1.49488260033566e-14	1.7838754847619e-4	3.81331833474846e-23	1.04168232147799e-24	6.55125352738211e-13	3.95718143936666e-4	0.418703196684023
123879	DCUN1D3	6.33278768380046e-5	7.60920030192863e-27	5.51570631570495e-6	0.0226912478785936	1.06361235211429e-7	9.61095151521328e-16	2.49224308700472e-9	3.05290814030681e-19	5.20164596810449e-4	2.61003219259909e-13	0.00110976873661044
123920	CMTM3	0.00981331717237548	0.83215273510384	0.973495387523745	1.24755044517187e-7	0.00190375238246861	2.06037797679028e-30	0.0855869141982537	5.28604980854614e-14	0.539493563488187	6.55225263512554e-24	3.97797567939571e-7
1264	CNN1	3.58872215809082e-10	4.8887887938153e-53	3.76772931967973e-12	0.0304363238886241	5.52814485187395e-10	0.597103291063546	9.34907208934594e-20	7.28083882979213e-25	3.66048981237148e-14	6.96952957570494e-5	1.20461199688315e-19
126520	PLK5	0.629016883306764	0.00874066893050775	0.0105131920378571	0.0853229169631857	0.189956513927673	0.0656829110509095	5.05403753455508e-15	2.22628083165212e-20	0.111449531560392	0.170606592693838	2.78173406686761e-10
127700	OSCP1	0.0272228580518392	0.784656059038056	0.00226948166815469	1.35528163589558e-4	2.27650244791088e-32	3.88552618145761e-31	1.33927950205991e-9	4.48317224257975e-25	0.115753876432319	1.09387058347548e-20	0.763151295968404
130399	ACVR1C	0.56330933631339	2.7408934192389e-46	2.09790535460688e-21	9.45947415173855e-9	3.42139444345223e-8	2.06312633064518e-22	0.560137487572285	1.30217386192273e-25	1.07905486164736e-6	0.056351470282389	0.026069172504517
